"idBank";"Dernière mise à jour";"Puissance";"Série arrêtée";"Type de ménages";"Zone géographique";"Indicateur";"Correction";"﻿Base de l'indice";"Formes de vente de la grande distribution";"Regroupement de produits";"Produit détaillé (COICOP 2016)";"Unité";"Périodicité";"Nature"
"001763510";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1 - Tissus pour l'habillement";"sans objet";"Mensuelle";"Indice"
"001763511";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0 - Tissus pour l'habillement";"sans objet";"Mensuelle";"Indice"
"001763542";"12/01/2017 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9 - Autres services d'entretien et de réparation du logement";"sans objet";"Mensuelle";"Indice"
"001763591";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9 - Autres gros appareils ménagers";"sans objet";"Mensuelle";"Indice"
"001763707";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3 - Instruments d'optique";"sans objet";"Mensuelle";"Indice"
"001763714";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2 - Supports d'enregistrement vierges";"sans objet";"Mensuelle";"Indice"
"001763722";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5 - Grands articles pour jeux et sports";"sans objet";"Mensuelle";"Indice"
"001763960";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1 - Tissus pour l'habillement";"sans objet";"Mensuelle";"Indice"
"001763961";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0 - Tissus pour l'habillement";"sans objet";"Mensuelle";"Indice"
"001764040";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9 - Autres gros appareils ménagers";"sans objet";"Mensuelle";"Indice"
"001764156";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3 - Instruments d'optique";"sans objet";"Mensuelle";"Indice"
"001764163";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2 - Supports d'enregistrement vierges";"sans objet";"Mensuelle";"Indice"
"001764171";"13/04/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5 - Grands articles pour jeux et sports";"sans objet";"Mensuelle";"Indice"
"001764562";"22/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1 - Tissus pour l'habillement";"sans objet";"Annuelle";"Indice"
"001764563";"22/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0 - Tissus pour l'habillement";"sans objet";"Annuelle";"Indice"
"001764564";"22/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0.1 - Tissus pour l'habillement";"sans objet";"Annuelle";"Indice"
"001764642";"12/01/2017 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9 - Autres services d'entretien et de réparation du logement";"sans objet";"Annuelle";"Indice"
"001764643";"12/01/2017 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9.1 - Autres services d'entretien et de réparation du logement n.c.a.";"sans objet";"Annuelle";"Indice"
"001764728";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9 - Autres gros appareils ménagers";"sans objet";"Annuelle";"Indice"
"001764729";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9.1 - Autres gros appareils ménagers";"sans objet";"Annuelle";"Indice"
"001764927";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3 - Instruments d'optique";"sans objet";"Annuelle";"Indice"
"001764928";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3.1 - Instruments d'optique";"sans objet";"Annuelle";"Indice"
"001764939";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2 - Supports d'enregistrement vierges";"sans objet";"Annuelle";"Indice"
"001764940";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2.1 - Supports d'enregistrement vierges";"sans objet";"Annuelle";"Indice"
"001764952";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5 - Grands articles pour jeux et sports";"sans objet";"Annuelle";"Indice"
"001764953";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5.1 - Grands articles pour jeux et sports";"sans objet";"Annuelle";"Indice"
"001765272";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1 - Tissus pour l'habillement";"sans objet";"Annuelle";"Indice"
"001765273";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0 - Tissus pour l'habillement";"sans objet";"Annuelle";"Indice"
"001765304";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9 - Autres services d'entretien et de réparation du logement";"sans objet";"Annuelle";"Indice"
"001765353";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9 - Autres gros appareils ménagers";"sans objet";"Annuelle";"Indice"
"001765469";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3 - Instruments d'optique";"sans objet";"Annuelle";"Indice"
"001765476";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2 - Supports d'enregistrement vierges";"sans objet";"Annuelle";"Indice"
"001765484";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5 - Grands articles pour jeux et sports";"sans objet";"Annuelle";"Indice"
"001765951";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9 - Autres services d'entretien et de réparation du logement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001765952";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9.1 - Autres services d'entretien et de réparation du logement n.c.a.";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766607";"18/02/2016 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"04.3.2.9 - Autres services d'entretien et de réparation du logement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001763703";"15/01/2019 08:45";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3 - Appareils audiovisuels portables";"sans objet";"Mensuelle";"Indice"
"001764152";"15/01/2019 08:45";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3 - Appareils audiovisuels portables";"sans objet";"Mensuelle";"Indice"
"001764576";"15/01/2019 12:00";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.2.2.2 - Tailleurs et ensembles pour femme";"sans objet";"Annuelle";"Indice"
"001764919";"15/01/2019 12:00";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3 - Appareils audiovisuels portables";"sans objet";"Annuelle";"Indice"
"001764920";"15/01/2019 12:00";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3.1 - Appareils audiovisuels portables";"sans objet";"Annuelle";"Indice"
"001765465";"15/01/2019 12:00";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3 - Appareils audiovisuels portables";"sans objet";"Annuelle";"Indice"
"001765871";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1 - Tissus pour l'habillement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001765872";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0 - Tissus pour l'habillement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001765873";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0.1 - Tissus pour l'habillement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766037";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9 - Autres gros appareils ménagers";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766038";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9.1 - Autres gros appareils ménagers";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766236";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3 - Instruments d'optique";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766237";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3.1 - Instruments d'optique";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766248";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2 - Supports d'enregistrement vierges";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766249";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2.1 - Supports d'enregistrement vierges";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766261";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5 - Grands articles pour jeux et sports";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766262";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5.1 - Grands articles pour jeux et sports";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766575";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1 - Tissus pour l'habillement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766576";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.1.0 - Tissus pour l'habillement";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766656";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"05.3.1.9 - Autres gros appareils ménagers";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766775";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.2.3 - Instruments d'optique";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766782";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.4.2 - Supports d'enregistrement vierges";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766790";"22/02/2019 10:52";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.2.1.5 - Grands articles pour jeux et sports";"1/10.000";"Annuelle";"Pondérations d'indice"
"001770836";"28/02/2019 05:14";"0";"oui";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001770859";"28/02/2019 05:14";"0";"oui";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001770882";"28/02/2019 05:13";"0";"oui";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001770905";"21/02/2019 05:24";"0";"oui";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001763850";"15/01/2020 08:45";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001764303";"15/01/2020 08:45";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001768578";"15/01/2020 08:45";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"%";"Mensuelle";"Glissement annuel"
"001768611";"15/01/2020 08:45";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"%";"Mensuelle";"Glissement annuel"
"001768636";"15/01/2020 08:45";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001768669";"15/01/2020 08:45";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"%";"Mensuelle";"Variations mensuelles"
"001765164";"15/01/2020 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001765616";"15/01/2020 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001768693";"15/01/2020 12:00";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"%";"Annuelle";"Variations annuelles"
"001768721";"15/01/2020 12:00";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"%";"Annuelle";"Variations annuelles"
"001769710";"30/01/2020 09:46";"0";"oui";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001769733";"30/01/2020 09:46";"0";"oui";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001769757";"30/01/2020 09:46";"0";"oui";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001769781";"22/01/2020 12:00";"0";"oui";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001770741";"30/01/2020 09:47";"0";"oui";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770765";"30/01/2020 09:47";"0";"oui";"Ensemble des ménages";"972 - Martinique";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770789";"30/01/2020 09:47";"0";"oui";"Ensemble des ménages";"973 - Guyane";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770813";"22/01/2020 12:00";"0";"oui";"Ensemble des ménages";"974 - La Réunion";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"sans objet";"Annuelle";"Indice"
"001766467";"20/02/2020 08:45";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766918";"20/02/2020 08:45";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits manufacturés, y compris services liés, hors habillement et chaussures";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001764917";"20/02/2020 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.2.1 - Appareils de reproduction du son et de l'image (hors TV)";"sans objet";"Annuelle";"Indice"
"001765599";"20/02/2020 08:45";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Fioul domestique (1 000 litres)";"Sans objet";"sans objet";"Annuelle";"Indice"
"001763752";"15/01/2021 08:45";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.4.2.4 - Location d'équipement et d'accessoires culturels";"sans objet";"Mensuelle";"Indice"
"001764201";"15/01/2021 08:45";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.4.2.4 - Location d'équipement et d'accessoires culturels";"sans objet";"Mensuelle";"Indice"
"001765004";"15/01/2021 12:00";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.4.2.4 - Location d'équipement et d'accessoires culturels";"sans objet";"Annuelle";"Indice"
"001765005";"15/01/2021 12:00";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.4.2.4.1 - Location d'équipement et d'accessoires culturels";"sans objet";"Annuelle";"Indice"
"001765514";"15/01/2021 12:00";"0";"non";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.4.2.4 - Location d'équipement et d'accessoires culturels";"sans objet";"Annuelle";"Indice"
"001765885";"19/02/2021 04:53";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"03.1.2.2.2 - Tailleurs et ensembles pour femme";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766226";"19/02/2021 04:53";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.2.1 - Appareils de reproduction du son et de l'image (hors TV)";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766228";"19/02/2021 04:53";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3 - Appareils audiovisuels portables";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766229";"19/02/2021 04:53";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3.1 - Appareils audiovisuels portables";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766771";"19/02/2021 04:53";"0";"oui";"Ensemble des ménages";"France métropolitaine";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"09.1.1.3 - Appareils audiovisuels portables";"1/10.000";"Annuelle";"Pondérations d'indice"
"001766470";"19/02/2021 04:54";"0";"oui";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble hors tabac et alcool";"Sans objet";"1/10.000";"Annuelle";"Pondérations d'indice"
"001771747";"23/01/2023 12:00";"0";"oui";"Ensemble des ménages";"976 - Mayotte";"Indice des prix à la consommation (IPC)";"Non corrigé";"Décembre 2006";"Sans objet";"Ensemble";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001771749";"23/01/2023 12:00";"0";"oui";"Ensemble des ménages";"976 - Mayotte";"Indice des prix à la consommation (IPC)";"Non corrigé";"Décembre 2006";"Sans objet";"Alimentation";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001771750";"23/01/2023 12:00";"0";"oui";"Ensemble des ménages";"976 - Mayotte";"Indice des prix à la consommation (IPC)";"Non corrigé";"Décembre 2006";"Sans objet";"Produits manufacturés";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001771751";"23/01/2023 12:00";"0";"oui";"Ensemble des ménages";"976 - Mayotte";"Indice des prix à la consommation (IPC)";"Non corrigé";"Décembre 2006";"Sans objet";"Énergie";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001771752";"23/01/2023 12:00";"0";"oui";"Ensemble des ménages";"976 - Mayotte";"Indice des prix à la consommation (IPC)";"Non corrigé";"Décembre 2006";"Sans objet";"Services";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001771748";"23/01/2023 12:00";"0";"oui";"Ensemble des ménages";"976 - Mayotte";"Indice des prix à la consommation (IPC)";"Non corrigé";"Décembre 2006";"Sans objet";"Tabac";"Sans objet";"sans objet";"Mensuelle";"Indice"
"001770723";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Ensemble";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770724";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Tabac";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770725";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Alimentation";"Sans objet";"sans objet";"Annuelle";"Indice"
"001770726";"10/02/2023 05:00";"0";"non";"Ensemble des ménages";"971 - Guadeloupe";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Produits frais";"Sans objet";"sans objet";"Annuelle";"Indice"
