"idBank";"Dernière mise à jour";"Puissance";"Série arrêtée";"Type de ménages";"Zone géographique";"Indicateur";"Correction";"﻿Base de l'indice";"Formes de vente de la grande distribution";"Regroupement de produits";"Produit détaillé (COICOP 2016)";"Unité";"Périodicité";"Nature"
"001764452";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.1 - Beurre";"sans objet";"Annuelle";"Indice"
"001764453";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.1.1 - Beurre";"sans objet";"Annuelle";"Indice"
"001764454";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.2 - Margarine et autres graisses végétales";"sans objet";"Annuelle";"Indice"
"001764455";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.2.1 - Margarine et autres graisses végétales";"sans objet";"Annuelle";"Indice"
"001764456";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.3 - Huile d'olive";"sans objet";"Annuelle";"Indice"
"001764457";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.3.1 - Huile d'olive";"sans objet";"Annuelle";"Indice"
"001764458";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.4 - Autres huiles alimentaires";"sans objet";"Annuelle";"Indice"
"001764459";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.5.4.1 - Autres huiles alimentaires";"sans objet";"Annuelle";"Indice"
"001764460";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6 - Fruits";"sans objet";"Annuelle";"Indice"
"001764461";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.1 - Fruits frais";"sans objet";"Annuelle";"Indice"
"001764462";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.1.1 - Fruits frais";"sans objet";"Annuelle";"Indice"
"001764463";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.2 - Fruits surgelés";"sans objet";"Annuelle";"Indice"
"001764464";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.2.1 - Fruits surgelés";"sans objet";"Annuelle";"Indice"
"001764465";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.3 - Fruits secs et fruits à coque";"sans objet";"Annuelle";"Indice"
"001764466";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.3.1 - Fruits secs et fruits à coque";"sans objet";"Annuelle";"Indice"
"001764467";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.4 - Fruits en conserve et autres produits à base de fruits n.c.a.";"sans objet";"Annuelle";"Indice"
"001764468";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.6.4.1 - Fruits en conserve et autres produits à base de fruits n.c.a.";"sans objet";"Annuelle";"Indice"
"001764469";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7 - Légumes";"sans objet";"Annuelle";"Indice"
"001764470";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.1 - Légumes frais, hors pommes de terre et autres tubercules";"sans objet";"Annuelle";"Indice"
"001764471";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.1.1 - Légumes frais, hors pommes de terre et autres tubercules";"sans objet";"Annuelle";"Indice"
"001764472";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.2 - Légumes surgelés, sauf pommes de terre et autres tubercules";"sans objet";"Annuelle";"Indice"
"001764473";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.2.1 - Légumes surgelés, sauf pommes de terre et autres tubercules";"sans objet";"Annuelle";"Indice"
"001764474";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.3 - Légumes secs, autres légumes en conserve ou transformés";"sans objet";"Annuelle";"Indice"
"001764475";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.3.1 - Légumes secs et en conserve";"sans objet";"Annuelle";"Indice"
"001764476";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.3.2 - Autres plats cuisinés à base de légumes";"sans objet";"Annuelle";"Indice"
"001764477";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.4 - Pommes de terre";"sans objet";"Annuelle";"Indice"
"001764478";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.4.1 - Pommes de terre fraiches ou de conservation";"sans objet";"Annuelle";"Indice"
"001764479";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.4.2 - Pommes de terre transformées (hors chips)";"sans objet";"Annuelle";"Indice"
"001764480";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.5 - Chips";"sans objet";"Annuelle";"Indice"
"001764481";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.5.1 - Chips";"sans objet";"Annuelle";"Indice"
"001764482";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.6 - Autres tubercules et produits issus de tubercules";"sans objet";"Annuelle";"Indice"
"001764483";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.7.6.1 - Autres tubercules et produits issus de tubercules";"sans objet";"Annuelle";"Indice"
"001764484";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8 - Sucre, confiture, miel, chocolat et confiserie";"sans objet";"Annuelle";"Indice"
"001764485";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.1 - Sucre";"sans objet";"Annuelle";"Indice"
"001764486";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.1.1 - Sucre";"sans objet";"Annuelle";"Indice"
"001764487";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.2 - Confitures, compotes et miel";"sans objet";"Annuelle";"Indice"
"001764488";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.2.1 - Confitures, compotes et miel";"sans objet";"Annuelle";"Indice"
"001764489";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.3 - Chocolat";"sans objet";"Annuelle";"Indice"
"001764490";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.3.1 - Chocolat en tablettes";"sans objet";"Annuelle";"Indice"
"001764491";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.3.2 - Confiseries à base de chocolat";"sans objet";"Annuelle";"Indice"
"001764492";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.4 - Produits de confiserie (hors chocolat)";"sans objet";"Annuelle";"Indice"
"001764493";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.4.1 - Produits de confiserie (hors chocolat)";"sans objet";"Annuelle";"Indice"
"001764494";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.5 - Crèmes glacées et sorbets";"sans objet";"Annuelle";"Indice"
"001764495";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.5.1 - Crèmes glacées et sorbets";"sans objet";"Annuelle";"Indice"
"001764496";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.6 - Succédané de sucre (sucrettes)";"sans objet";"Annuelle";"Indice"
"001764497";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.8.6.1 - Succédané de sucre (sucrettes)";"sans objet";"Annuelle";"Indice"
"001764498";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9 - Produits alimentaires n.c.a.";"sans objet";"Annuelle";"Indice"
"001764499";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.1 - Sauces et condiments";"sans objet";"Annuelle";"Indice"
"001764500";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.1.1 - Sauces et condiments";"sans objet";"Annuelle";"Indice"
"001764501";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.2 - Sel, épices et herbes culinaires";"sans objet";"Annuelle";"Indice"
"001764502";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.2.1 - Sel, épices et herbes culinaires";"sans objet";"Annuelle";"Indice"
"001764503";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.3 - Aliments pour bébés";"sans objet";"Annuelle";"Indice"
"001764504";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.3.1 - Aliments pour bébés";"sans objet";"Annuelle";"Indice"
"001764505";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.4 - Plats cuisinés n.c.a.";"sans objet";"Annuelle";"Indice"
"001764506";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.4.1 - Plats cuisinés n.c.a.";"sans objet";"Annuelle";"Indice"
"001764507";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.9 - Autres produits alimentaires n.c.a.";"sans objet";"Annuelle";"Indice"
"001764508";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.9.1 - Produits diététiques";"sans objet";"Annuelle";"Indice"
"001764509";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.9.2 - Potages préparés";"sans objet";"Annuelle";"Indice"
"001764510";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.1.9.9.3 - Desserts, produits pour pâtisserie et autres produits alimentaires n.c.a.";"sans objet";"Annuelle";"Indice"
"001764511";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2 - Boissons non alcoolisées";"sans objet";"Annuelle";"Indice"
"001764512";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1 - Café, thé et cacao";"sans objet";"Annuelle";"Indice"
"001764513";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.1 - Café";"sans objet";"Annuelle";"Indice"
"001764514";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.1.1 - Café en grains ou moulu";"sans objet";"Annuelle";"Indice"
"001764515";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.1.2 - Café soluble et succédané de café";"sans objet";"Annuelle";"Indice"
"001764516";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.2 - Thés et infusions";"sans objet";"Annuelle";"Indice"
"001764517";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.2.1 - Thés et infusions";"sans objet";"Annuelle";"Indice"
"001764518";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.3 - Cacao et chocolat en poudre";"sans objet";"Annuelle";"Indice"
"001764519";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.1.3.1 - Cacao et chocolat en poudre";"sans objet";"Annuelle";"Indice"
"001764520";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2 - Eaux minérales, boissons rafraîchissantes, jus de fruits et de légumes";"sans objet";"Annuelle";"Indice"
"001764521";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.1 - Eaux minérales ou de source";"sans objet";"Annuelle";"Indice"
"001764522";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.1.1 - Eaux minérales ou de source";"sans objet";"Annuelle";"Indice"
"001764523";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.2 - Boissons rafraîchissantes";"sans objet";"Annuelle";"Indice"
"001764524";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.2.1 - Boissons rafraîchissantes";"sans objet";"Annuelle";"Indice"
"001764525";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.3 - Jus de fruits et de légumes";"sans objet";"Annuelle";"Indice"
"001764526";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.3.1 - Jus de fruits et de légumes";"sans objet";"Annuelle";"Indice"
"001764527";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"01.2.2.3.2 - Sirops et concentrés";"sans objet";"Annuelle";"Indice"
"001764528";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02 - Boissons alcoolisées, tabac et stupéfiants";"sans objet";"Annuelle";"Indice"
"001764529";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1 - Boissons alcoolisées";"sans objet";"Annuelle";"Indice"
"001764530";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.1 - Alcools de bouche";"sans objet";"Annuelle";"Indice"
"001764531";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.1.1 - Spiritueux et liqueurs";"sans objet";"Annuelle";"Indice"
"001764532";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.1.1.1 - Apéritifs anisés à base d'alcool";"sans objet";"Annuelle";"Indice"
"001764533";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.1.1.2 - Whisky";"sans objet";"Annuelle";"Indice"
"001764534";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.1.1.3 - Eaux de vie autres que le whisky";"sans objet";"Annuelle";"Indice"
"001764535";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.1.1.4 - Liqueurs et autres spiritueux n.c.a.";"sans objet";"Annuelle";"Indice"
"001764536";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2 - Vin et boissons fermentées";"sans objet";"Annuelle";"Indice"
"001764537";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.1 - Vin";"sans objet";"Annuelle";"Indice"
"001764538";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.1.1 - Vins de consommation courante";"sans objet";"Annuelle";"Indice"
"001764539";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.1.2 - Vins supérieurs";"sans objet";"Annuelle";"Indice"
"001764540";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.1.3 - Champagne et mousseux";"sans objet";"Annuelle";"Indice"
"001764541";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.2 - Boissons fermentées à base d'autres fruits";"sans objet";"Annuelle";"Indice"
"001764542";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.2.2 - Boissons fermentées à base d'autres fruits";"sans objet";"Annuelle";"Indice"
"001764543";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.3 - Vins enrichis en alcool";"sans objet";"Annuelle";"Indice"
"001764544";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.3.1 - Vins enrichis en alcool";"sans objet";"Annuelle";"Indice"
"001764545";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.4 - Boissons à base de vin";"sans objet";"Annuelle";"Indice"
"001764546";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.2.4.1 - Apéritifs à base de vin";"sans objet";"Annuelle";"Indice"
"001764547";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3 - Bières";"sans objet";"Annuelle";"Indice"
"001764548";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.1 - Bières à basse fermentation";"sans objet";"Annuelle";"Indice"
"001764549";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.1.1 - Bières à basse fermentation";"sans objet";"Annuelle";"Indice"
"001764550";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.2 - Autres bières alcoolisées";"sans objet";"Annuelle";"Indice"
"001764551";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.2.1 - Autres bières alcoolisées";"sans objet";"Annuelle";"Indice"
"010751599";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.3 - Bières à faible teneur en alcool ou sans alcool";"sans objet";"Annuelle";"Indice"
"010751600";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.3.1 - Bières à faible teneur en alcool ou sans alcool";"sans objet";"Annuelle";"Indice"
"010751601";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.4 - Boissons à base de bière";"sans objet";"Annuelle";"Indice"
"010751602";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.1.3.4.1 - Boissons à base de bière";"sans objet";"Annuelle";"Indice"
"001764552";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2 - Tabac";"sans objet";"Annuelle";"Indice"
"001764553";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0 - Tabac";"sans objet";"Annuelle";"Indice"
"001764554";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0.1 - Cigarettes";"sans objet";"Annuelle";"Indice"
"001764555";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0.1.1 - Cigarettes";"sans objet";"Annuelle";"Indice"
"001764556";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0.2 - Cigares";"sans objet";"Annuelle";"Indice"
"001764557";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0.2.1 - Cigares";"sans objet";"Annuelle";"Indice"
"001764558";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0.3 - Autres produits du tabac";"sans objet";"Annuelle";"Indice"
"001764559";"12/01/2024 08:45";"0";"non";"Ensemble des ménages";"France";"Indice des prix à la consommation (IPC)";"Non corrigé";"2015";"Sans objet";"Sans objet";"02.2.0.3.1 - Autres produits du tabac";"sans objet";"Annuelle";"Indice"
