weight_year,coicop,product_label,category,weight_eurostat_hbs,weight_insee_bdf,diff_insee_minus_eurostat,abs_diff
2023,051,"Furniture, furnishings, and loose carpets",Fourth quintile,1.86435153100353,1.96208152988976,0.0977299988862335,0.0977299988862335
2023,053,Household appliances,Fourth quintile,1.1723924534132,1.10096370922274,-0.0714287441904644,0.0714287441904644
2023,055,Tools and equipment for house and garden,Fourth quintile,0.662223321642774,0.722401756482419,0.0601784348396453,0.0601784348396453
2023,056,Goods and services for routine household maintenance,Fourth quintile,1.12232386975016,1.07225469629435,-0.0500691734558123,0.0500691734558123
2023,032,Footwear,Fourth quintile,0.986744896010919,0.93837013790587,-0.0483747581050494,0.0483747581050494
2023,112,Accommodation services,Fourth quintile,2.14287400968475,2.18678519187335,0.0439111821886029,0.0439111821886029
2023,043,"Maintenance, repair and security of the dwelling",Fourth quintile,3.52542836279082,3.50164462301951,-0.0237837397713037,0.0237837397713037
2023,044,Water supply and miscellaneous services relating to the dwelling,Fourth quintile,1.56039152093508,1.55708312721785,-0.00330839371723002,0.00330839371723002
2023,052,Household textiles,Fourth quintile,0.389297302189029,0.386038688478917,-0.00325861371011199,0.00325861371011199
2023,082,"Software, excluding games",Fourth quintile,1.12513671152898e-07,1.21527030742435e-07,9.01335958953645e-09,9.01335958953645e-09
2023,01,Food and non-alcoholic beverages,Fourth quintile,19.1076538737632,,,
2023,011,Food,Fourth quintile,,15.8046108831137,,
2023,012,Non-alcoholic beverages,Fourth quintile,,1.37233290594799,,
2023,013,Services for processing primary goods for food and non-alcoholic beverages,Fourth quintile,,1.17099270746614e-07,,
2023,02,"Alcoholic beverages, tobacco and narcotics",Fourth quintile,,4.09606047451246,,
2023,021,Alcoholic beverages,Fourth quintile,2.46461196660424,,,
2023,022,Alcohol production services,Fourth quintile,9.5203875590914e-08,,,
2023,023,Tobacco,Fourth quintile,2.33353353971111e-06,,,
2023,06,Health,Fourth quintile,4.78520643413277,,,
2023,061,Medicines and health products,Fourth quintile,,1.8642272210581,,
2023,062,Outpatient care services,Fourth quintile,,2.66008420581908,,
2023,063,Inpatient care services,Fourth quintile,,0.228535632212174,,
2023,064,Other health services,Fourth quintile,,0.23370323161941,,
2023,07,Transport,Fourth quintile,19.7542212908626,,,
2023,071,Purchase of vehicles,Fourth quintile,,3.97197460210723,,
2023,072,Operation of personal transport equipment,Fourth quintile,,11.5756418125145,,
2023,073,Passenger transport services,Fourth quintile,,2.98180106025576,,
2023,074,Transport services for goods,Fourth quintile,,0.228062644815811,,
2023,10,Education services,Fourth quintile,,0.391789013128726,,
2023,101,Early childhood and primary education,Fourth quintile,0.0787595698070289,,,
2023,102,Secondary education,Fourth quintile,0.228402752440384,,,
2023,103,Post-secondary non-tertiary education,Fourth quintile,1.12513671152898e-13,,,
2023,104,Tertiary education,Fourth quintile,0.106887987595253,,,
2023,105,Education not defined by level,Fourth quintile,1.91273240959927e-08,,,
2023,12,Insurance and financial services,Fourth quintile,,4.62265361804623,,
2023,121,Insurance,Fourth quintile,4.05018807050123,,,
2023,122,Financial services,Fourth quintile,5.22063434149449e-07,,,
2023,041,Actual rental payments made for housing,Second quintile,12.9319262971996,9.84378921055952,-3.08813708664002,3.08813708664002
2023,045,"Electricity, gas and other fuels",Second quintile,8.07291958587426,7.52685101872804,-0.546068567146213,0.546068567146213
2023,044,Water supply and miscellaneous services relating to the dwelling,Second quintile,2.5779003738863,2.06546310085308,-0.512437273033221,0.512437273033221
2023,09,"Recreation, sport and culture",Second quintile,6.32263647640282,5.81524701396474,-0.507389462438084,0.507389462438084
2023,083,Information and communication services,Second quintile,4.01894936098388,3.73171313872962,-0.287236222254253,0.287236222254253
2023,043,"Maintenance, repair and security of the dwelling",Second quintile,1.7315514606737,1.45693392310065,-0.274617537573047,0.274617537573047
2023,112,Accommodation services,Second quintile,1.26299430526122,1.53156739319208,0.268573087930858,0.268573087930858
2023,111,Food and beverage serving services,Second quintile,6.8777676163892,6.61672695942129,-0.261040656967919,0.261040656967919
2023,054,"Glassware, tableware and household utensils",Second quintile,0.524623251063691,0.75735453190409,0.232731280840398,0.232731280840398
2023,081,Information and communication equipment,Second quintile,1.27655868324136,1.4412363787791,0.164677695537744,0.164677695537744
2023,056,Goods and services for routine household maintenance,Second quintile,1.02373374922278,0.900365427916486,-0.123368321306289,0.123368321306289
2023,031,Clothing,Second quintile,3.30030024252363,3.20527760180668,-0.0950226407169557,0.0950226407169557
2023,032,Footwear,Second quintile,0.861600358020332,0.90661422680851,0.0450138687881782,0.0450138687881782
2023,051,"Furniture, furnishings, and loose carpets",Second quintile,1.40876306235826,1.36482846614094,-0.0439345962173177,0.0439345962173177
2023,055,Tools and equipment for house and garden,Second quintile,0.487886992110796,0.453672748058242,-0.0342142440525541,0.0342142440525541
2023,052,Household textiles,Second quintile,0.254943321443872,0.287727872502803,0.0327845510589306,0.0327845510589306
2023,053,Household appliances,Second quintile,1.34361025044191,1.31158994633861,-0.0320203041033056,0.0320203041033056
2023,082,"Software, excluding games",Second quintile,7.36830408797319e-08,1.07726575401279e-07,3.40435345215469e-08,3.40435345215469e-08
2023,01,Food and non-alcoholic beverages,Second quintile,18.7698529485765,,,
2023,011,Food,Second quintile,,17.8603405634994,,
2023,012,Non-alcoholic beverages,Second quintile,,1.58701450469627,,
2023,013,Services for processing primary goods for food and non-alcoholic beverages,Second quintile,,8.60868254532594e-08,,
2023,02,"Alcoholic beverages, tobacco and narcotics",Second quintile,,5.24242903241497,,
2023,021,Alcoholic beverages,Second quintile,2.23480662988227,,,
2023,022,Alcohol production services,Second quintile,1.44532118648705e-07,,,
2023,023,Tobacco,Second quintile,2.29227940176846e-06,,,
2023,06,Health,Second quintile,4.7006095929225,,,
2023,061,Medicines and health products,Second quintile,,1.94617417385365,,
2023,062,Outpatient care services,Second quintile,,2.37595865730343,,
2023,063,Inpatient care services,Second quintile,,0.1845760011788,,
2023,064,Other health services,Second quintile,,0.0947036293972131,,
2023,07,Transport,Second quintile,15.775279487093,,,
2023,071,Purchase of vehicles,Second quintile,,2.80398721856116,,
2023,072,Operation of personal transport equipment,Second quintile,,11.6021379494822,,
2023,073,Passenger transport services,Second quintile,,2.32080407403034,,
2023,074,Transport services for goods,Second quintile,,0.160904042164254,,
2023,10,Education services,Second quintile,,0.403288921610237,,
2023,101,Early childhood and primary education,Second quintile,7.73671929237185e-08,,,
2023,102,Secondary education,Second quintile,2.24364859478784e-07,,,
2023,103,Post-secondary non-tertiary education,Second quintile,1.10524561319598e-13,,,
2023,104,Tertiary education,Second quintile,0.157497499880427,,,
2023,105,Education not defined by level,Second quintile,1.87891754243316e-08,,,
2023,12,Insurance and financial services,Second quintile,,4.20072207919016,,
2023,121,Insurance,Second quintile,4.08328511069795,,,
2023,122,Financial services,Second quintile,5.12833964522934e-07,,,
2023,043,"Maintenance, repair and security of the dwelling",Third quintile,2.21736122023363,3.54667387861599,1.32931265838236,1.32931265838236
2023,045,"Electricity, gas and other fuels",Third quintile,7.31604126388573,6.63602514570393,-0.680016118181802,0.680016118181802
2023,09,"Recreation, sport and culture",Third quintile,7.06606788020839,6.54538678596995,-0.520681094238446,0.520681094238446
2023,044,Water supply and miscellaneous services relating to the dwelling,Third quintile,2.06991940082994,1.64253200290037,-0.427387397929568,0.427387397929568
2023,111,Food and beverage serving services,Third quintile,7.44855809544886,7.83888592555188,0.390327830103018,0.390327830103018
2023,083,Information and communication services,Third quintile,3.62314936270242,3.31223718012109,-0.310912182581335,0.310912182581335
2023,031,Clothing,Third quintile,3.38099464629359,3.07239981166022,-0.308594834633375,0.308594834633375
2023,056,Goods and services for routine household maintenance,Third quintile,1.12943888537006,0.871617763391189,-0.257821121978875,0.257821121978875
2023,051,"Furniture, furnishings, and loose carpets",Third quintile,1.73184983972997,1.49337633593913,-0.238473503790842,0.238473503790842
2023,054,"Glassware, tableware and household utensils",Third quintile,0.537450617465989,0.667435624737523,0.129985007271535,0.129985007271535
2023,032,Footwear,Third quintile,0.993000403478242,0.863100121099041,-0.129900282379201,0.129900282379201
2023,041,Actual rental payments made for housing,Third quintile,8.39836177190604,8.30615289781968,-0.0922088740863654,0.0922088740863654
2023,052,Household textiles,Third quintile,0.26117684500454,0.351869968164323,0.0906931231597835,0.0906931231597835
2023,055,Tools and equipment for house and garden,Third quintile,0.499816134019835,0.437267443891298,-0.0625486901285367,0.0625486901285367
2023,053,Household appliances,Third quintile,1.1798248807575,1.22649215615829,0.0466672754007851,0.0466672754007851
2023,112,Accommodation services,Third quintile,1.50952118969715,1.5302791581262,0.0207579684290526,0.0207579684290526
2023,081,Information and communication equipment,Third quintile,1.30777134095481,1.28954782575349,-0.0182235152013224,0.0182235152013224
2023,082,"Software, excluding games",Third quintile,7.5484637284549e-08,9.6520070917308e-08,2.1035433632759e-08,2.1035433632759e-08
2023,01,Food and non-alcoholic beverages,Third quintile,19.7415552541337,,,
2023,011,Food,Third quintile,,16.3383967901553,,
2023,012,Non-alcoholic beverages,Third quintile,,1.44420884862215,,
2023,013,Services for processing primary goods for food and non-alcoholic beverages,Third quintile,,1.03991957247858e-07,,
2023,02,"Alcoholic beverages, tobacco and narcotics",Third quintile,,5.0424949562872,,
2023,021,Alcoholic beverages,Third quintile,2.48023646957707,,,
2023,022,Alcohol production services,Third quintile,1.21936721767348e-07,,,
2023,023,Tobacco,Third quintile,2.34832706592232e-06,,,
2023,06,Health,Third quintile,5.41748524001378,,,
2023,061,Medicines and health products,Third quintile,,1.96783328033166,,
2023,062,Outpatient care services,Third quintile,,2.31412583313046,,
2023,063,Inpatient care services,Third quintile,,0.187768148995547,,
2023,064,Other health services,Third quintile,,0.0790000139066629,,
2023,07,Transport,Third quintile,17.3051361648727,,,
2023,071,Purchase of vehicles,Third quintile,,3.29724406549097,,
2023,072,Operation of personal transport equipment,Third quintile,,12.2740049360309,,
2023,073,Passenger transport services,Third quintile,,2.58236767538504,,
2023,074,Transport services for goods,Third quintile,,0.190120740237556,,
2023,10,Education services,Third quintile,,0.340268243563847,,
2023,101,Early childhood and primary education,Third quintile,0.0792588691487764,,,
2023,102,Secondary education,Third quintile,0.229850720531452,,,
2023,103,Post-secondary non-tertiary education,Third quintile,1.13226955926823e-13,,,
2023,104,Tertiary education,Third quintile,0.107565608130482,,,
2023,105,Education not defined by level,Third quintile,1.924858250756e-08,,,
2023,12,Insurance and financial services,Third quintile,,4.31088624174716,,
2023,121,Insurance,Third quintile,3.96860480523516,,,
2023,122,Financial services,Third quintile,5.25373075500461e-07,,,
