category,mean_offset,mean_abs_offset,max_abs_offset
Décile1,-0.066251317412662,0.126231659668692,0.365220979130878
Décile2,-0.00742771523092691,0.0235979393497575,0.077564136451711
Décile8,0.0512930270347315,0.0578828225835032,0.158753655687506
Décile9,-0.178383190452497,0.178383190452497,0.35600405022339
