country,year,category,mean_expenditure_pps_hh,group_consumption_share,group_consumption_share_pm,source
EL,2005,Fourth quintile,35673,0.230349013657056,230.349013657056,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2005,Fifth quintile,50020,0.322990992154457,322.990992154457,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2010,First quintile,13950,0.0930589373269737,93.0589373269738,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2010,Second quintile,19235,0.128314599246189,128.314599246189,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2010,Third quintile,25445,0.169740835862713,169.740835862713,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2010,Fourth quintile,34751,0.231820152763417,231.820152763417,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2010,Fifth quintile,56524,0.377065474800707,377.065474800707,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2015,First quintile,13073,0.108037750818155,108.037750818155,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2015,Second quintile,16272,0.134474893391954,134.474893391954,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2015,Third quintile,21472,0.1774486793825,177.4486793825,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2015,Fourth quintile,27860,0.230240322633963,230.240322633963,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2015,Fifth quintile,42327,0.349798353773429,349.798353773429,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2020,First quintile,12462,0.110620922284852,110.620922284852,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2020,Second quintile,15925,0.141360791797967,141.360791797967,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2020,Third quintile,20816,0.184776530114065,184.776530114065,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2020,Fourth quintile,25959,0.230429186454219,230.429186454219,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EL,2020,Fifth quintile,37493,0.332812569348897,332.812569348897,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1988,First quintile,9151,0.11896002599935,118.96002599935,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1988,Second quintile,12606,0.163873903152421,163.873903152421,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1988,Third quintile,15244,0.198167045823854,198.167045823854,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1988,Fourth quintile,17064,0.221826454338642,221.826454338642,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1988,Fifth quintile,22860,0.297172570685733,297.172570685733,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1994,First quintile,12690,0.129599558810013,129.599558810013,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1994,Second quintile,16199,0.165436032558187,165.436032558187,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1994,Third quintile,18200,0.185871707670782,185.871707670782,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1994,Fourth quintile,22268,0.22741709815456,227.41709815456,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1994,Fifth quintile,28560,0.291675602806459,291.675602806459,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1999,First quintile,13955,0.137912973010367,137.912973010367,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1999,Second quintile,16513,0.163192900273751,163.192900273751,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1999,Third quintile,18879,0.186575350588514,186.575350588514,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1999,Fourth quintile,22057,0.21798254716515,217.98254716515,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,1999,Fifth quintile,29783,0.294336228962218,294.336228962218,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2005,First quintile,16874,0.129667340336425,129.667340336425,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2005,Second quintile,21609,0.16605319173461,166.05319173461,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2005,Third quintile,25164,0.193371396955423,193.371396955423,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2005,Fourth quintile,28816,0.221434993429799,221.434993429799,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2005,Fifth quintile,37670,0.289473077543744,289.473077543744,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2010,First quintile,15662,0.101416148103061,101.416148103061,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2010,Second quintile,22262,0.14415312789365,144.15312789365,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2010,Third quintile,28915,0.187233298582557,187.233298582557,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2010,Fourth quintile,35784,0.231712134064611,231.712134064611,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2010,Fifth quintile,51810,0.335485291356122,335.485291356122,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2015,First quintile,15066,0.0996942867352205,99.6942867352205,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2015,Second quintile,21959,0.145306441153505,145.306441153505,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2015,Third quintile,27937,0.184863884808301,184.863884808301,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2015,Fourth quintile,34700,0.229615807096253,229.615807096253,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2015,Fifth quintile,51460,0.34051958020672,340.51958020672,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2020,First quintile,14446,0.104362023377787,104.362023377787,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2020,Second quintile,21091,0.152367398245944,152.367398245944,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2020,Third quintile,26386,0.190619988152172,190.619988152172,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2020,Fourth quintile,31393,0.22679198393319,226.79198393319,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ES,2020,Fifth quintile,45106,0.325858606290908,325.858606290908,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1994,First quintile,12243,0.117067153689485,117.067153689485,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1994,Second quintile,15975,0.152752412006005,152.752412006005,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1994,Third quintile,19573,0.187156366835276,187.156366835276,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1994,Fourth quintile,24141,0.230835428997619,230.835428997619,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1994,Fifth quintile,32649,0.312188638471615,312.188638471615,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1999,First quintile,14950,0.120707613057415,120.707613057415,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1999,Second quintile,19421,0.15680685974502,156.80685974502,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1999,Third quintile,23638,0.190855288123824,190.855288123824,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1999,Fourth quintile,28211,0.227778091770082,227.778091770082,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,1999,Fifth quintile,37633,0.303852147303658,303.852147303658,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2005,First quintile,16423,0.114818854258428,114.818854258428,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2005,Second quintile,21795,0.152376358068711,152.376358068711,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2005,Third quintile,26811,0.187444943160367,187.444943160367,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2005,Fourth quintile,32571,0.227715088720164,227.715088720164,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2005,Fifth quintile,45434,0.317644755792329,317.644755792329,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2010,First quintile,13840,0.0991034858075788,99.1034858075788,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2010,Second quintile,19195,0.137448801306104,137.448801306104,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2010,Third quintile,25455,0.182274510927162,182.274510927162,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2010,Fourth quintile,32801,0.23487669349526,234.87669349526,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU15,2010,Fifth quintile,48361,0.346296508463896,346.296508463896,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2005,First quintile,14872,0.114980207817912,114.980207817912,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2005,Second quintile,19663,0.1520209673429,152.0209673429,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2005,Third quintile,24184,0.186974270163286,186.974270163286,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2005,Fourth quintile,29451,0.227695138545275,227.695138545275,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2005,Fifth quintile,41174,0.318329416130628,318.329416130628,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2010,First quintile,12737,0.0992999033274082,99.2999033274083,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2010,Second quintile,17739,0.138296379455515,138.296379455515,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2010,Third quintile,23426,0.182633236660742,182.633236660742,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2010,Fourth quintile,30108,0.234727289737113,234.727289737113,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU25,2010,Fifth quintile,44258,0.345043190819222,345.043190819222,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2005,First quintile,14165,0.114854455525825,114.854455525825,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2005,Second quintile,18741,0.151958161031379,151.958161031379,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2005,Third quintile,23059,0.186969918105895,186.969918105895,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2005,Fourth quintile,28086,0.227730479202141,227.730479202141,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2005,Fifth quintile,39279,0.31848698613476,318.48698613476,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2010,First quintile,12201,0.099038914232836,99.038914232836,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2010,Second quintile,17041,0.138326541877039,138.326541877039,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2010,Third quintile,22503,0.182663116710229,182.663116710229,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2010,Fourth quintile,28928,0.234816630680066,234.816630680066,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2007,2010,Fifth quintile,42521,0.34515479649983,345.15479649983,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2015,First quintile,12911,0.0974098971654482,97.4098971654482,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2015,Second quintile,18637,0.140610971533766,140.610971533766,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2015,Third quintile,24381,0.183947850886128,183.947850886128,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2015,Fourth quintile,31304,0.2361799566933,236.1799566933,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2015,Fifth quintile,45310,0.341851323721358,341.851323721358,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2020,First quintile,13485,0.100720767823132,100.720767823132,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2020,Second quintile,19104,0.142689621690257,142.689621690257,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2020,Third quintile,24856,0.185651865406879,185.651865406879,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2020,Fourth quintile,31589,0.235941292900624,235.941292900624,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
EU27_2020,2020,Fifth quintile,44851,0.334996452179109,334.996452179109,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1994,First quintile,9247,0.115512416928996,115.512416928996,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1994,Second quintile,12307,0.153737570579124,153.737570579124,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1994,Third quintile,15536,0.194073851996202,194.073851996202,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1994,Fourth quintile,18228,0.227701993704092,227.701993704092,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1994,Fifth quintile,24734,0.308974166791585,308.974166791585,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1999,First quintile,10021,0.110067659593164,110.067659593164,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1999,Second quintile,14014,0.15392557444752,153.92557444752,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1999,Third quintile,18082,0.198607266816045,198.607266816045,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1999,Fourth quintile,21499,0.236138570361583,236.138570361583,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,1999,Fifth quintile,27428,0.301260928781688,301.260928781688,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2005,First quintile,13085,0.107456680627412,107.456680627412,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2005,Second quintile,18508,0.151991459308532,151.991459308532,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2005,Third quintile,23438,0.192477621745914,192.477621745914,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2005,Fourth quintile,28640,0.235197503490186,235.197503490186,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2005,Fifth quintile,38099,0.312876734827954,312.876734827954,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2010,First quintile,11719,0.0868099795549498,86.8099795549498,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2010,Second quintile,17225,0.127596373225873,127.596373225873,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2010,Third quintile,23871,0.176827461554416,176.827461554416,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2010,Fourth quintile,33047,0.244799845921361,244.799845921361,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2010,Fifth quintile,49134,0.3639663397434,363.9663397434,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2015,First quintile,13792,0.0895613493944609,89.5613493944609,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2015,Second quintile,20196,0.131147115166077,131.147115166077,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2015,Third quintile,27151,0.176310919185688,176.310919185688,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2015,Fourth quintile,37377,0.242715672586772,242.715672586772,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2015,Fifth quintile,55479,0.360264943667002,360.264943667002,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2020,First quintile,13168,0.0913924015491179,91.3924015491179,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2020,Second quintile,18911,0.131251648366902,131.251648366902,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2020,Third quintile,25857,0.179460307324996,179.460307324996,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2020,Fourth quintile,34769,0.241313973987035,241.313973987035,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FI,2020,Fifth quintile,51377,0.356581668771949,356.581668771949,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1988,First quintile,10885,0.131130359358624,131.130359358624,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1988,Second quintile,11905,0.143418183570456,143.418183570456,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1988,Third quintile,14942,0.180004577816863,180.004577816863,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1988,Fourth quintile,18301,0.220470069510535,220.470069510535,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1988,Fifth quintile,26976,0.324976809743522,324.976809743522,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1994,First quintile,13843,0.12405455783776,124.05455783776,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1994,Second quintile,17185,0.154004014768613,154.004014768613,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1994,Third quintile,21021,0.188380471018389,188.380471018389,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1994,Fourth quintile,25764,0.230885041402301,230.885041402301,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1994,Fifth quintile,33775,0.302675914972936,302.675914972936,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1999,First quintile,15457,0.125688125614942,125.688125614942,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1999,Second quintile,19452,0.158173346668943,158.173346668944,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1999,Third quintile,23391,0.190203205425317,190.203205425317,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1999,Fourth quintile,28348,0.230510900234999,230.510900234999,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,1999,Fifth quintile,36331,0.295424422055798,295.424422055798,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2005,First quintile,18069,0.129591909918956,129.591909918956,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2005,Second quintile,23095,0.165638671734921,165.638671734921,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2005,Third quintile,27003,0.193667073083268,193.667073083268,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2005,Fourth quintile,31243,0.224076597575844,224.076597575845,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2005,Fifth quintile,40020,0.287025747687011,287.025747687011,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2010,First quintile,13668,0.0989409524912591,98.9409524912591,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2010,Second quintile,19219,0.139123951267889,139.123951267889,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2010,Third quintile,25320,0.183288331656327,183.288331656327,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2010,Fourth quintile,32968,0.238651252687433,238.651252687433,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2010,Fifth quintile,46968,0.339995511897092,339.995511897092,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2015,First quintile,14627,0.0986025629790418,98.6025629790418,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2015,Second quintile,20545,0.138496592356903,138.496592356903,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2015,Third quintile,27088,0.182603830312182,182.603830312182,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2015,Fourth quintile,34936,0.235508247777111,235.508247777111,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2015,Fifth quintile,51147,0.344788766574763,344.788766574763,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2017,Décile1,16123,0.0588557390094947,58.8557390094948,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile2,18321,0.0668793645346991,66.8793645346991,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile3,20070,0.0732639509967475,73.2639509967475,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile4,22637,0.082634581899022,82.6345818990221,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile5,23787,0.0868325661365039,86.8325661365038,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile6,27080,0.0988534027400061,98.8534027400061,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile7,29059,0.106077586049551,106.077586049551,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile8,32645,0.119167996028342,119.167996028342,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile9,35867,0.130929652735443,130.929652735443,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2017,Décile10,48352,0.176505159870191,176.505159870191,Insee Les depenses des menages en 2017 TF101/TF102/TF106
FR,2020,First quintile,14279,0.0986037068751208,98.6037068751209,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2020,Second quintile,20056,0.138496809656658,138.496809656658,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2020,Third quintile,26443,0.182602270530067,182.602270530067,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2020,Fourth quintile,34104,0.235505344860923,235.505344860923,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
FR,2020,Fifth quintile,49930,0.344791868077231,344.791868077231,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2005,First quintile,9324,0.110763967260243,110.763967260243,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2005,Second quintile,12375,0.147008161180342,147.008161180342,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2005,Third quintile,16096,0.191211584837073,191.211584837073,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2005,Fourth quintile,19767,0.234821036125399,234.821036125399,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2005,Fifth quintile,26617,0.316195250596942,316.195250596942,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2010,First quintile,7836,0.0908437478262886,90.8437478262886,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2010,Second quintile,12324,0.142873704467991,142.873704467991,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2010,Third quintile,16647,0.19299079505669,192.99079505669,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2010,Fourth quintile,21221,0.246017760671474,246.017760671474,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2010,Fifth quintile,28230,0.327273991977556,327.273991977556,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2015,First quintile,8801,0.0872777397633852,87.2777397633852,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2015,Second quintile,14300,0.141810212318647,141.810212318647,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2015,Third quintile,19854,0.196888108767441,196.888108767441,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2015,Fourth quintile,24682,0.244766409821597,244.766409821597,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2015,Fifth quintile,33202,0.32925752932893,329.25752932893,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2020,First quintile,9329,0.0851605718145802,85.1605718145802,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2020,Second quintile,16217,0.148038267029376,148.038267029376,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2020,Third quintile,22030,0.201102733098424,201.102733098424,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2020,Fourth quintile,26197,0.239141547842915,239.141547842915,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HR,2020,Fifth quintile,35773,0.326556880214704,326.556880214704,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2005,First quintile,6743,0.12612696868804,126.12696868804,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2005,Second quintile,7829,0.146440462384497,146.440462384497,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2005,Third quintile,9721,0.18183008492013,181.83008492013,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2005,Fourth quintile,11712,0.219071490030302,219.071490030302,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2005,Fifth quintile,17457,0.32653099397703,326.53099397703,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2010,First quintile,7155,0.10596389378434,105.96389378434,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2010,Second quintile,10105,0.149652710928128,149.652710928128,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2010,Third quintile,12750,0.188824548672304,188.824548672304,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2010,Fourth quintile,15668,0.232039453223346,232.039453223346,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2010,Fifth quintile,21845,0.323519393391881,323.519393391881,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2015,First quintile,8129,0.101602339766023,101.602339766023,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2015,Second quintile,11564,0.144535546445355,144.535546445355,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2015,Third quintile,14465,0.180794420557944,180.794420557944,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2015,Fourth quintile,18912,0.236376362363764,236.376362363764,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2015,Fifth quintile,26938,0.336691330866913,336.691330866913,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2020,First quintile,11822,0.10776270692044,107.76270692044,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2020,Second quintile,16724,0.152446583533873,152.446583533873,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2020,Third quintile,20696,0.188653102895063,188.653102895063,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2020,Fourth quintile,25093,0.228733683366149,228.733683366149,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
HU,2020,Fifth quintile,35369,0.322403923284475,322.403923284475,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1994,First quintile,13083,0.117641240524768,117.641240524768,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1994,Second quintile,15927,0.1432142503889,143.2142503889,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1994,Third quintile,21904,0.196958933918407,196.958933918407,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1994,Fourth quintile,28002,0.251791639316255,251.791639316255,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1994,Fifth quintile,32295,0.290393935851669,290.393935851669,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1999,First quintile,27102,0.182205668800086,182.205668800086,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1999,Second quintile,25612,0.172188458021836,172.188458021836,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
