country,year,category,mean_expenditure_pps_hh,group_consumption_share,group_consumption_share_pm,source
IE,1999,Third quintile,27904,0.187597482923681,187.597482923681,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1999,Fourth quintile,33262,0.223619103963857,223.619103963857,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,1999,Fifth quintile,34864,0.234389286290539,234.389286290539,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2005,First quintile,18272,0.100481179026094,100.481179026094,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2005,Second quintile,25758,0.141648106904232,141.648106904232,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2005,Third quintile,37589,0.206709010420963,206.709010420963,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2005,Fourth quintile,46345,0.254859908163546,254.859908163546,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2005,Fifth quintile,53881,0.296301795485166,296.301795485166,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2010,First quintile,17838,0.1072620457839,107.2620457839,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2010,Second quintile,24336,0.146335303632526,146.335303632526,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2010,Third quintile,30369,0.182612460388568,182.612460388568,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2010,Fourth quintile,39372,0.236748585413372,236.748585413372,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2010,Fifth quintile,54388,0.327041604781634,327.041604781634,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2015,First quintile,16004,0.0946506195108969,94.6506195108969,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2015,Second quintile,25145,0.148712186178549,148.712186178549,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2015,Third quintile,31771,0.18789957713576,187.89957713576,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2015,Fourth quintile,40908,0.24193748706272,241.93748706272,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2015,Fifth quintile,55257,0.326800130112074,326.800130112074,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2020,First quintile,17031,0.101663045295003,101.663045295003,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2020,Second quintile,25493,0.152175210716077,152.175210716077,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2020,Third quintile,33036,0.197201594995344,197.201594995344,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2020,Fourth quintile,40715,0.243039803252071,243.039803252071,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IE,2020,Fifth quintile,51249,0.305920345741506,305.920345741506,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1988,First quintile,7665,0.0895517156776839,89.5517156776839,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1988,Second quintile,11160,0.130384494059094,130.384494059094,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1988,Third quintile,14581,0.170352715759466,170.352715759466,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1988,Fourth quintile,19638,0.229434650029792,229.434650029792,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1988,Fifth quintile,32549,0.380276424473964,380.276424473964,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1994,First quintile,11321,0.0992800203453447,99.2800203453447,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1994,Second quintile,15758,0.138190492059177,138.190492059177,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1994,Third quintile,20271,0.17776744920241,177.76744920241,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1994,Fourth quintile,26125,0.229104366356517,229.104366356517,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1994,Fifth quintile,40556,0.355657672036551,355.657672036551,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1999,First quintile,19290,0.141738184810722,141.738184810722,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1999,Second quintile,22855,0.167932929696685,167.932929696685,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1999,Third quintile,26096,0.191747002116153,191.747002116153,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1999,Fourth quintile,29853,0.21935251587115,219.35251587115,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,1999,Fifth quintile,38002,0.27922936750529,279.22936750529,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,2005,First quintile,12724,0.0884176001334186,88.4176001334186,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,2005,Second quintile,19705,0.13692775940184,136.92775940184,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,2005,Third quintile,25400,0.176501653834394,176.501653834394,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,2005,Fourth quintile,32129,0.22326069433249,223.26069433249,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,2005,Fifth quintile,53950,0.374892292297857,374.892292297857,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
IT,2015,First quintile,,0.0778303586296449,77.8303586296449,Istat HBS bridge-corrected income/expenditure shares
IT,2015,Second quintile,,0.126993455257204,126.993455257204,Istat HBS bridge-corrected income/expenditure shares
IT,2015,Third quintile,,0.172494409329646,172.494409329646,Istat HBS bridge-corrected income/expenditure shares
IT,2015,Fourth quintile,,0.232900938498284,232.900938498284,Istat HBS bridge-corrected income/expenditure shares
IT,2015,Fifth quintile,,0.389780838285222,389.780838285222,Istat HBS bridge-corrected income/expenditure shares
IT,2020,First quintile,,0.0813321275485387,81.3321275485387,Istat HBS bridge-corrected income/expenditure shares
IT,2020,Second quintile,,0.12756854628535,127.56854628535,Istat HBS bridge-corrected income/expenditure shares
IT,2020,Third quintile,,0.17003419914558,170.03419914558,Istat HBS bridge-corrected income/expenditure shares
IT,2020,Fourth quintile,,0.228227509977237,228.227509977237,Istat HBS bridge-corrected income/expenditure shares
IT,2020,Fifth quintile,,0.392837617043294,392.837617043294,Istat HBS bridge-corrected income/expenditure shares
LT,2005,First quintile,5009,0.106826761074026,106.826761074026,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2005,Second quintile,6631,0.141419096163279,141.419096163279,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2005,Third quintile,8776,0.187165433257267,187.165433257267,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2005,Fourth quintile,11004,0.23468190833671,234.68190833671,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2005,Fifth quintile,15469,0.329906801168718,329.906801168718,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2010,First quintile,7326,0.0994583146662322,99.4583146662322,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2010,Second quintile,10448,0.141842816220693,141.842816220693,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2010,Third quintile,13954,0.189440530009911,189.440530009911,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2010,Fourth quintile,17442,0.236793874475624,236.793874475624,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2010,Fifth quintile,24489,0.33246446462754,332.46446462754,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2015,First quintile,7483,0.092064468503937,92.064468503937,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2015,Second quintile,11390,0.140132874015748,140.132874015748,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2015,Third quintile,14281,0.175701279527559,175.701279527559,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2015,Fourth quintile,19218,0.236441929133858,236.441929133858,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2015,Fifth quintile,28908,0.355659448818898,355.659448818898,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2020,First quintile,8673,0.0994131267050274,99.4131267050274,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2020,Second quintile,12834,0.147108044290594,147.108044290594,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2020,Third quintile,16509,0.189232250521538,189.232250521538,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2020,Fourth quintile,19978,0.22899520872974,228.99520872974,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LT,2020,Fifth quintile,29248,0.335251369753101,335.251369753101,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1988,First quintile,23658,0.177472712951502,177.472712951502,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1988,Second quintile,21955,0.164697498218371,164.697498218371,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1988,Third quintile,24786,0.185934511083605,185.934511083605,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1988,Fourth quintile,27561,0.206751434679869,206.751434679869,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1988,Fifth quintile,35345,0.265143843066652,265.143843066652,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1994,First quintile,26190,0.135547780722093,135.547780722093,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1994,Second quintile,32286,0.167097962901623,167.097962901623,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1994,Third quintile,37752,0.195387545544882,195.387545544882,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1994,Fourth quintile,43003,0.222564383901954,222.564383901954,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1994,Fifth quintile,53985,0.279402326929447,279.402326929447,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1999,First quintile,26921,0.124519539868362,124.519539868362,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1999,Second quintile,36461,0.16864555340219,168.64555340219,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1999,Third quintile,39673,0.183502236365571,183.502236365571,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1999,Fourth quintile,47620,0.220260038205542,220.260038205542,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,1999,Fifth quintile,65524,0.303072632158336,303.072632158336,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2005,First quintile,21139,0.0814284943875625,81.4284943875625,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2005,Second quintile,32673,0.125858044236947,125.858044236947,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2005,Third quintile,44751,0.172383109529202,172.383109529202,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2005,Fourth quintile,60862,0.234443494272001,234.443494272001,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2005,Fifth quintile,100177,0.385886857574287,385.886857574287,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2015,First quintile,22815,0.0915584806469089,91.5584806469089,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2015,Second quintile,35646,0.143050344121837,143.050344121837,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2015,Third quintile,45854,0.184015891807292,184.015891807292,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2015,Fourth quintile,61069,0.245074944318478,245.074944318478,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2015,Fifth quintile,83801,0.336300339105484,336.300339105484,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2020,First quintile,24801,0.100234004631594,100.234004631594,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2020,Second quintile,38817,0.156880099906641,156.880099906641,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2020,Third quintile,49228,0.198956476755136,198.956476755136,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2020,Fourth quintile,55508,0.224337289991957,224.337289991957,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LU,2020,Fifth quintile,79077,0.319592128714672,319.592128714672,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2005,First quintile,5875,0.110976784601145,110.976784601145,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2005,Second quintile,6950,0.131283174974971,131.283174974971,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2005,Third quintile,9236,0.174464950225732,174.464950225732,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2005,Fourth quintile,12361,0.233495154800809,233.495154800809,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2005,Fifth quintile,18517,0.349779935397344,349.779935397344,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2010,First quintile,5383,0.0947310995354076,94.7310995354076,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2010,Second quintile,7653,0.134679008869492,134.679008869492,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2010,Third quintile,10004,0.176052372237083,176.052372237083,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2010,Fourth quintile,13035,0.229392510206955,229.392510206955,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2010,Fifth quintile,20749,0.365145009151063,365.145009151063,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2015,First quintile,5903,0.0817952555149097,81.7952555149097,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2015,Second quintile,9237,0.127993016295311,127.993016295311,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2015,Third quintile,12564,0.174093781177253,174.093781177253,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2015,Fourth quintile,16580,0.22974171377896,229.74171377896,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2015,Fifth quintile,27884,0.386376233233566,386.376233233566,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2020,First quintile,6651,0.0802311274095877,80.2311274095877,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2020,Second quintile,10388,0.125310622692948,125.310622692948,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2020,Third quintile,14777,0.178255205191923,178.255205191923,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2020,Fourth quintile,20240,0.244155468165698,244.155468165698,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
LV,2020,Fifth quintile,30842,0.372047576539844,372.047576539844,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2010,First quintile,6229,0.105012053880001,105.012053880001,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2010,Second quintile,8334,0.140499350944923,140.499350944923,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2010,Third quintile,11412,0.192390039954819,192.390039954819,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2010,Fourth quintile,13847,0.233440666250822,233.440666250822,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2010,Fifth quintile,19495,0.328657888969435,328.657888969435,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2015,First quintile,8687,0.104924329351515,104.924329351515,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2015,Second quintile,12450,0.150375031705579,150.375031705579,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2015,Third quintile,15274,0.184484195523776,184.484195523776,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2015,Fourth quintile,18981,0.22925851219306,229.25851219306,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2015,Fifth quintile,27401,0.33095793122607,330.95793122607,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2020,First quintile,7575,0.101129445690484,101.129445690484,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2020,Second quintile,10984,0.14664103385667,146.64103385667,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2020,Third quintile,14315,0.191111289116736,191.111289116736,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2020,Fourth quintile,17954,0.239693474313788,239.693474313788,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
ME,2020,Fifth quintile,24076,0.321424757022322,321.424757022322,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2005,First quintile,7691,0.12277705054117,122.77705054117,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2005,Second quintile,10146,0.161968008684269,161.968008684269,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2005,Third quintile,12348,0.197120143035024,197.120143035024,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2005,Fourth quintile,14056,0.224386194565946,224.386194565946,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2005,Fifth quintile,18401,0.29374860317359,293.74860317359,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2010,First quintile,5651,0.0948043015082121,94.8043015082121,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2010,Second quintile,8747,0.146744509873002,146.744509873002,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2010,Third quintile,11185,0.187645746304964,187.645746304964,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2010,Fourth quintile,13540,0.227154528830507,227.154528830507,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2010,Fifth quintile,20484,0.343650913483316,343.650913483316,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2015,First quintile,6012,0.102691992347636,102.691992347636,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2015,Second quintile,8520,0.14553156600164,145.53156600164,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2015,Third quintile,10719,0.183093058212626,183.093058212626,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2015,Fourth quintile,13406,0.228990161246242,228.990161246242,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MK,2015,Fifth quintile,19887,0.339693222191856,339.693222191856,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2005,First quintile,13683,0.0956679205179478,95.6679205179478,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2005,Second quintile,22345,0.156230335743152,156.230335743152,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2005,Third quintile,29241,0.204445345601499,204.445345601499,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2005,Fourth quintile,35077,0.245249115545425,245.249115545425,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2005,Fifth quintile,42680,0.298407282591976,298.407282591976,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2010,First quintile,13463,0.10125144773852,101.25144773852,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2010,Second quintile,19606,0.147451228133508,147.451228133508,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2010,Third quintile,26348,0.198155919558383,198.155919558383,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2010,Fourth quintile,32262,0.242633455168991,242.633455168991,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2010,Fifth quintile,41287,0.310507949400599,310.507949400599,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2015,First quintile,14285,0.102502834345087,102.502834345087,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2015,Second quintile,18751,0.134548872719967,134.548872719967,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2015,Third quintile,27021,0.193890730615232,193.890730615232,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2015,Fourth quintile,33992,0.24391153973106,243.91153973106,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2015,Fifth quintile,45313,0.325146022588654,325.146022588654,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2020,First quintile,13598,0.102503411001138,102.503411001138,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2020,Second quintile,17851,0.13456305263872,134.56305263872,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2020,Third quintile,25723,0.193903165258294,193.903165258294,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2020,Fourth quintile,32350,0.243858313420122,243.858313420122,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
MT,2020,Fifth quintile,43137,0.325172057681725,325.172057681725,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1988,First quintile,9906,0.120158658919712,120.158658919712,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1988,Second quintile,13112,0.15904707609078,159.04707609078,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1988,Third quintile,15953,0.193508084569571,193.508084569571,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1988,Fourth quintile,19103,0.231717228078262,231.717228078262,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1988,Fifth quintile,24367,0.295568952341675,295.568952341675,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1994,First quintile,12449,0.122586235758668,122.586235758668,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1994,Second quintile,15862,0.156194302482448,156.194302482448,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1994,Third quintile,19524,0.192254290862899,192.254290862899,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1994,Fourth quintile,24332,0.239599027108997,239.599027108997,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1994,Fifth quintile,29386,0.289366143786988,289.366143786988,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1999,First quintile,17522,0.136616325034891,136.616325034891,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1999,Second quintile,20248,0.157870525585348,157.870525585348,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1999,Third quintile,24537,0.191311195490305,191.311195490305,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1999,Fourth quintile,29754,0.231987337923076,231.987337923076,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,1999,Fifth quintile,36196,0.28221461596638,282.21461596638,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2005,First quintile,22694,0.154568116494803,154.568116494803,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2005,Second quintile,22733,0.154833744261759,154.833744261759,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2005,Third quintile,27257,0.185646565228644,185.646565228644,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2005,Fourth quintile,33047,0.225082072169021,225.082072169021,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2005,Fifth quintile,41091,0.279869501845772,279.869501845772,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2010,First quintile,19224,0.127033635102095,127.033635102095,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2010,Second quintile,21439,0.141670521377123,141.670521377123,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2010,Third quintile,28078,0.185541531751801,185.541531751801,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2010,Fourth quintile,34756,0.22967025705412,229.67025705412,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2010,Fifth quintile,47833,0.316084054714862,316.084054714862,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2015,First quintile,18434,0.11300605674211,113.00605674211,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2015,Second quintile,24124,0.147887496628332,147.887496628332,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2015,Third quintile,30730,0.188384296608715,188.384296608715,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2015,Fourth quintile,37866,0.232130158652314,232.130158652314,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2015,Fifth quintile,51970,0.318591991368529,318.591991368529,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2020,First quintile,18966,0.114474375147122,114.474375147122,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2020,Second quintile,24497,0.147858207739062,147.858207739062,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2020,Third quintile,30946,0.186782875319141,186.782875319141,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2020,Fourth quintile,39193,0.236559853692985,236.559853692985,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NL,2020,Fifth quintile,52077,0.314324688101691,314.324688101691,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2005,First quintile,17463,0.12001566945693,120.01566945693,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2005,Second quintile,24292,0.166948441988647,166.948441988647,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2005,Third quintile,30487,0.209524005882919,209.524005882919,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2005,Fourth quintile,33096,0.227454537957198,227.454537957198,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2005,Fifth quintile,40168,0.276057344714307,276.057344714307,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2010,First quintile,20408,0.118086817650531,118.086817650531,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2010,Second quintile,29061,0.168155674624758,168.155674624758,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2010,Third quintile,34626,0.200356436101885,200.356436101885,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2010,Fourth quintile,38461,0.22254689796438,222.54689796438,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2010,Fifth quintile,50266,0.290854173658446,290.854173658446,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2015,First quintile,20222,0.108250182005053,108.250182005053,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2015,Second quintile,25268,0.135261873153184,135.261873153184,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2015,Third quintile,36389,0.19479358485718,194.79358485718,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2015,Fourth quintile,42634,0.228223630679628,228.223630679628,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2015,Fifth quintile,62295,0.333470729304955,333.470729304955,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2020,First quintile,20307,0.118017981367723,118.017981367723,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2020,Second quintile,24660,0.143316266338112,143.316266338113,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2020,Third quintile,32450,0.188589328575497,188.589328575497,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
NO,2020,Fourth quintile,40303,0.23422852725973,234.22852725973,Eurostat hbs_exp_t133 PPS_HH; equal household income quintiles
