hbs_category,category,country,year,mean_expenditure_pps_hh,household_count,household_share,group_consumption_share,group_consumption_share_pm,source
age,From 30 to 44 years,HR,2010,20990,536,0.154868535105461,0.188313478410711,188.313478410711,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,HR,2010,20178,1142,0.32996243860156,0.385698898688258,385.698898688258,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,HR,2010,14135,1700,0.491187518058365,0.402206339325602,402.206339325602,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,HR,2015,21636,40,0.019714144898965,0.0212371701912425,21.2371701912425,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,HR,2015,24088,404,0.199112863479547,0.238804106638157,238.804106638157,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,HR,2015,22728,697,0.343518974864465,0.388735033812017,388.735033812017,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,HR,2015,16118,888,0.437654016757023,0.351223689358584,351.223689358584,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,HU,2005,11827,795,0.0877677191432987,0.0906583381852558,90.6583381852558,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,HU,2005,12905,2906,0.320821373371605,0.36159269431365,361.59269431365,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,HU,2005,12680,3392,0.374475601678075,0.414706770407253,414.706770407253,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,HU,2005,7022,1965,0.216935305807021,0.133042197093841,133.042197093841,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,HU,2010,12978,696,0.0700412599376069,0.0665340879024549,66.5340879024549,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,HU,2010,15333,2648,0.266478816544229,0.299069630839955,299.069630839955,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,HU,2010,15016,3322,0.334306128610245,0.367435476573476,367.435476573476,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,HU,2010,11080,3271,0.32917379490792,0.266960804684114,266.960804684114,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,HU,2015,15819,363,0.0506346770818803,0.051385972290702,51.385972290702,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,HU,2015,18727,1578,0.220114381364207,0.264444255090398,264.444255090398,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,HU,2015,16953,1895,0.264332542893012,0.287484678295618,287.484678295618,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,HU,2015,13300,3333,0.464918398660901,0.396685094323282,396.685094323282,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,HU,2020,21448,267,0.0489908256880734,0.0494876479466201,49.4876479466201,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,HU,2020,23936,960,0.176146788990826,0.198573623165982,198.573623165983,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,HU,2020,24252,1467,0.269174311926606,0.307451364042586,307.451364042586,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,HU,2020,18663,2756,0.505688073394495,0.444487364844812,444.487364844812,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IE,1994,22959,963,0.122254665481782,0.126913497400653,126.913497400653,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IE,1994,25002,2721,0.345436079725784,0.390509721398812,390.509721398812,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IE,1994,26928,1913,0.242858956455503,0.295697481621293,295.697481621293,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IE,1994,14279,2280,0.28945029833693,0.186879299579242,186.879299579242,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IE,1999,30907,770,0.100732600732601,0.10493151382066,104.93151382066,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IE,1999,32297,2551,0.333725798011512,0.363271228972204,363.271228972204,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IE,1999,36193,2212,0.289377289377289,0.352994603866945,352.994603866945,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IE,1999,19210,2111,0.276164311878598,0.178802653340192,178.802653340192,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IE,2005,38889,656,0.0952934340499709,0.0998035838480416,99.8035838480416,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IE,2005,42513,2349,0.341226031377106,0.390679201190724,390.679201190724,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IE,2005,43039,2080,0.302149912841371,0.350220068425307,350.220068425307,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IE,2005,22634,1799,0.261330621731551,0.159297146535928,159.297146535928,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IE,2010,29459,789,0.133933118316075,0.118665793648525,118.665793648525,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IE,2010,34546,2240,0.380241045662876,0.395072073340467,395.072073340467,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IE,2010,39185,1532,0.260057715158717,0.306484955423984,306.484955423984,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IE,2010,26476,1330,0.225768120862332,0.179777177587023,179.777177587023,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IE,2015,33786,561,0.0820295364819418,0.0827745930484324,82.7745930484324,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IE,2015,35412,2134,0.312033923088171,0.330021539535479,330.021539535479,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IE,2015,38206,1876,0.274309109518936,0.313012600509032,313.012600509032,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IE,2015,27683,2268,0.331627430910952,0.274191266907056,274.191266907056,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IE,2020,28830,101,0.0581462291306851,0.0501951173296624,50.1951173296624,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IE,2020,33977,434,0.249856073690271,0.25419688088086,254.19688088086,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IE,2020,37724,541,0.311456534254462,0.351811846132502,351.811846132502,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IE,2020,30172,661,0.380541162924583,0.343796155656975,343.796155656975,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,1988,16032,2164,0.0628229692852581,0.0581647292927344,58.1647292927344,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,1988,20009,9987,0.289932067584045,0.335023433069564,335.023433069564,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,1988,20505,10550,0.306276490739128,0.362682819932464,362.682819932464,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,1988,12398,11745,0.340968472391569,0.244129017705237,244.129017705237,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,1994,23665,3116,0.0918442538391252,0.0948348851456102,94.8348851456102,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,1994,25309,11222,0.330769004038082,0.365266139793905,365.266139793905,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,1994,27241,9783,0.288354407993633,0.342735637475859,342.735637475859,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,1994,15634,9806,0.28903233412916,0.197163337584626,197.163337584626,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,1999,26753,636,0.0303884562090879,0.0293262048846301,29.3262048846301,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,1999,30795,5597,0.267427970758278,0.297072037258501,297.072037258501,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,1999,32976,6505,0.310812747861819,0.369718799799125,369.718799799125,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,1999,21525,8191,0.391370825170816,0.303882958057744,303.882958057744,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,2005,24955,604,0.0250549632886713,0.0217385402160117,21.7385402160117,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,2005,31594,5925,0.245779234247314,0.269978284059598,269.978284059598,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,2005,34558,7145,0.296386941552246,0.356112073125555,356.112073125555,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,2005,23405,10433,0.432778860911768,0.352171102598835,352.171102598835,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,2010,24855,495,0.0222581950627276,0.0195988545156132,19.5988545156132,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,2010,30578,5026,0.225999370475291,0.244817964801907,244.817964801907,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,2010,33344,6465,0.290705517334413,0.343398148462866,343.398148462866,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,2010,24012,10253,0.461036917127569,0.392185032219614,392.185032219614,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,2015,23927,363,0.0241790448278159,0.0195337334459809,19.5337334459809,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,2015,29518,2975,0.198161593285819,0.197498718033529,197.498718033529,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,2015,34035,4548,0.302937454206355,0.348126106934862,348.126106934862,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,2015,27129,7127,0.474721907680011,0.434841441585629,434.841441585629,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,IT,2020,24277,621,0.0241935483870968,0.0216022043130369,21.6022043130369,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,IT,2020,27930,4483,0.174653264765467,0.179411850388214,179.411850388214,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,IT,2020,30603,7799,0.303841358890447,0.341990760872581,341.990760872581,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,IT,2020,24985,12765,0.497311827956989,0.456995184426168,456.995184426168,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LT,2005,10537,586,0.0772475612971263,0.0875847878594282,87.5847878594282,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LT,2005,11608,2068,0.27260743474822,0.340503844851054,340.503844851054,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LT,2005,10256,2406,0.317163195359873,0.350015858272997,350.015858272997,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LT,2005,6193,2526,0.33298180859478,0.22189550901652,221.89550901652,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LT,2010,16921,358,0.0586596755693921,0.0692564154542105,69.2564154542104,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LT,2010,16668,1404,0.230050794691136,0.267547906594241,267.547906594241,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LT,2010,16397,2044,0.334917253809602,0.38317418802762,383.17418802762,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LT,2010,10663,2297,0.376372275929871,0.280021489923929,280.021489923929,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LT,2015,16262,163,0.0473424339239036,0.0481496687476679,48.1496687476679,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LT,2015,20872,642,0.186465291896602,0.243405751855185,243.405751855185,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LT,2015,17791,1215,0.352889921580017,0.392652511964004,392.652511964004,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LT,2015,12217,1423,0.413302352599477,0.315792067433143,315.792067433143,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LT,2020,17221,139,0.0320719889247808,0.033984203923254,33.984203923254,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LT,2020,23511,661,0.152514997692663,0.220636060785996,220.636060785996,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LT,2020,18776,1164,0.26857406552838,0.310284435463207,310.284435463207,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LT,2020,12931,2370,0.546838947854176,0.435095299827543,435.095299827543,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,1988,24039,312,0.11287988422576,0.101775342883627,101.775342883627,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,1988,28943,1155,0.417872648335745,0.453625136155396,453.625136155396,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,1988,28427,750,0.271345875542692,0.289310286664866,289.310286664866,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,1988,20921,547,0.197901591895803,0.155289234296111,155.289234296111,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,1994,32037,308,0.102257636122178,0.0824735584936892,82.4735584936892,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,1994,42021,1276,0.423638778220452,0.448156018899737,448.156018899737,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,1994,43639,922,0.306108897742364,0.33629304598861,336.29304598861,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,1994,31466,506,0.167994687915007,0.133077376617964,133.077376617964,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,1999,39058,251,0.0839464882943144,0.0742994999177204,74.2994999177204,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,1999,46192,1196,0.4,0.418697255653347,418.697255653347,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,1999,50307,789,0.263879598662207,0.300820612222893,300.820612222893,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,1999,36081,754,0.252173913043478,0.20618263220604,206.18263220604,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,2005,44541,273,0.0852592129918801,0.0724531578954989,72.4531578954989,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,2005,53941,1168,0.364772017489069,0.375401968024029,375.401968024029,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,2005,59954,962,0.300437226733292,0.343659175982897,343.659175982897,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,2005,43792,799,0.249531542785759,0.208485698097575,208.485698097575,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,2010,33157,262,0.075028636884307,0.0542653591600809,54.2653591600809,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,2010,46894,1253,0.358820160366552,0.367040942366424,367.040942366424,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,2010,50039,1169,0.334765177548683,0.365400632118279,365.400632118279,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,2010,42259,808,0.231386025200458,0.213293066355216,213.293066355216,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,2015,32374,219,0.0691506157246606,0.0443506527952166,44.3506527952166,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,2015,48340,1027,0.324281654562678,0.310553643607691,310.553643607691,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,2015,54758,1260,0.397852857593937,0.431596249323784,431.596249323784,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,2015,51634,661,0.208714872118724,0.213499454273308,213.499454273308,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LU,2020,43456,77,0.0546486870120653,0.0473160139987929,47.3160139987929,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LU,2020,47491,373,0.26472675656494,0.250488518664235,250.488518664235,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LU,2020,53654,573,0.40667139815472,0.434734798729773,434.734798729773,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LU,2020,49001,386,0.273953158268275,0.267460668607199,267.460668607199,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LV,2005,13206,327,0.0866454689984102,0.111308681635476,111.308681635476,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LV,2005,12902,1040,0.275569687334393,0.345860026296856,345.860026296856,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LV,2005,11723,1084,0.287228404875464,0.327550329383444,327.550329383444,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LV,2005,6313,1323,0.350556438791733,0.215280962684225,215.280962684225,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LV,2010,12176,298,0.0784623486045287,0.0853488893135943,85.3488893135943,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LV,2010,14611,834,0.219589257503949,0.28663086987842,286.63086987842,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LV,2010,11982,1173,0.308846761453397,0.330601102600667,330.601102600667,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LV,2010,8469,1493,0.393101632438125,0.297419138207318,297.419138207318,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LV,2015,16834,284,0.0738813735691988,0.0890332599989542,89.0332599989541,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LV,2015,19160,840,0.218522372528616,0.299723919676135,299.723919676135,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LV,2015,15640,1080,0.280957336108221,0.314562622529174,314.562622529174,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LV,2015,9714,1640,0.426638917793965,0.296680197795738,296.680197795738,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,LV,2020,19444,141,0.0532678503966755,0.06663874986121,66.63874986121,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,LV,2020,22694,502,0.189648658859086,0.276908880441468,276.908880441468,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,LV,2020,17988,711,0.268605969021534,0.310866981121252,310.866981121252,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,LV,2020,10996,1293,0.488477521722705,0.34558538857607,345.58538857607,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,ME,2010,15514,22,0.0176,0.0229997834176055,22.9997834176055,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,ME,2010,14887,176,0.1408,0.176561957322621,176.561957322621,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,ME,2010,14327,383,0.3064,0.369769693532542,369.769693532542,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,ME,2010,9553,669,0.5352,0.430668565727231,430.668565727231,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,ME,2015,15958,24,0.0182094081942337,0.017598060000805,17.598060000805,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,ME,2015,19269,218,0.165402124430956,0.193014867041352,193.014867041352,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,ME,2015,18409,406,0.30804248861912,0.343424538218179,343.424538218179,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,ME,2015,14486,670,0.508345978755691,0.445962534739664,445.962534739664,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MK,2005,11029,102,0.0241992882562278,0.0211394641684262,21.1394641684262,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MK,2005,13215,1049,0.248873072360617,0.260495557981768,260.495557981768,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MK,2005,12930,1675,0.397390272835113,0.406978065042189,406.978065042189,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MK,2005,11930,1389,0.329537366548043,0.311386912807617,311.386912807617,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MK,2010,11811,65,0.019276393831554,0.0192694358407466,19.2694358407466,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MK,2010,12634,661,0.196026097271649,0.20960966588425,209.60966588425,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MK,2010,12739,1451,0.430308422301305,0.463950581853054,463.950581853054,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MK,2010,10241,1195,0.354389086595492,0.30717031642195,307.17031642195,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MK,2015,10764,28,0.00974251913709116,0.00898206644390312,8.98206644390312,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MK,2015,11637,312,0.108559498956159,0.108203216571119,108.203216571119,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MK,2015,12380,1183,0.411621433542102,0.436465511316959,436.465511316959,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MK,2015,11086,1351,0.470076548364649,0.446349205668019,446.349205668019,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MT,2005,33060,151,0.0583913379737046,0.0659730339257888,65.9730339257888,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MT,2005,31315,815,0.315158546017015,0.337284734011541,337.284734011541,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MT,2005,34051,933,0.360788863109049,0.419853883380241,419.853883380241,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MT,2005,19483,687,0.265661252900232,0.17688834868243,176.88834868243,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MT,2010,27118,120,0.0321543408360129,0.0329527601561864,32.9527601561864,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MT,2010,29839,948,0.254019292604502,0.286447803723487,286.447803723487,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MT,2010,31946,1307,0.35021436227224,0.422809726892973,422.809726892973,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MT,2010,18760,1357,0.363612004287245,0.257789709227354,257.789709227354,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MT,2015,30356,61,0.0165266865348144,0.0181348751986732,18.1348751986732,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MT,2015,32131,830,0.224871308588458,0.261181569018744,261.181569018744,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MT,2015,34055,1183,0.320509347060417,0.394553428223245,394.553428223245,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MT,2015,20594,1617,0.43809265781631,0.326130127559338,326.130127559338,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,MT,2020,28898,61,0.0165266865348144,0.0181359548970004,18.1359548970004,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,MT,2020,30581,830,0.224871308588458,0.261139507337448,261.139507337448,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,MT,2020,32419,1183,0.320509347060417,0.394572818753313,394.572818753313,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,MT,2020,19605,1617,0.43809265781631,0.326151719012239,326.151719012239,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,Less than 30 years,NL,1988,12447,216,0.110769230769231,0.0821708705389889,82.1708705389889,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 30 to 44 years,NL,1988,18835,808,0.414358974358974,0.465132228818449,465.132228818449,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,From 45 to 59 years,NL,1988,19234,405,0.207692307692308,0.23808064050779,238.08064050779,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
age,60 years or over,NL,1988,13478,521,0.267179487179487,0.214616260134772,214.616260134772,Eurostat hbs_exp_t135 PPS_HH x hbs_car_t314 NR
