"TIPO_DATO8","Data type","COICOP_2015","Coicop","QUANTILE","Total equivalent expenditure quantile","TIME","Select time","Value","Flag Codes","Flags"
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","I_FIFL","I quintile (lowest)","2021","2021",313.07,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","II_FIFL","II quintile","2021","2021",405.86,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","III_FIFL","III quintile","2021","2021",477.87,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","IV_FIFL","IV quintile","2021","2021",535.3,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","ALL","all items","2021","2021",469.91,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","V_FIFH","V quintile (highest)","2021","2021",617.45,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","ALL","all items","2021","2021",471.5,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","ALL","all items","2021","2021",453.59,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","ALL","all items","2021","2021",466.78,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","ALL","all items","2021","2021",484.42,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","01"," -- food and non-alcoholic beverages","ALL","all items","2021","2021",473.04,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","I_FIFL","I quintile (lowest)","2021","2021",288.42,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","II_FIFL","II quintile","2021","2021",373.84,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","III_FIFL","III quintile","2021","2021",441.02,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","IV_FIFL","IV quintile","2021","2021",492.66,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","ALL","all items","2021","2021",432.57,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","V_FIFH","V quintile (highest)","2021","2021",566.92,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","ALL","all items","2021","2021",433.49,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","ALL","all items","2021","2021",419.8,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","ALL","all items","2021","2021",430.8,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","ALL","all items","2021","2021",445.82,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","011","food","ALL","all items","2021","2021",430.73,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","I_FIFL","I quintile (lowest)","2021","2021",54.81,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","II_FIFL","II quintile","2021","2021",68.69,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","III_FIFL","III quintile","2021","2021",78.03,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","IV_FIFL","IV quintile","2021","2021",86.11,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","ALL","all items","2021","2021",76.72,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","V_FIFH","V quintile (highest)","2021","2021",95.97,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","ALL","all items","2021","2021",80.5,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","ALL","all items","2021","2021",77.33,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","ALL","all items","2021","2021",73.98,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","ALL","all items","2021","2021",73.7,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0111","bread and cereals","ALL","all items","2021","2021",76.93,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","I_FIFL","I quintile (lowest)","2021","2021",75.08,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","II_FIFL","II quintile","2021","2021",92.45,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","III_FIFL","III quintile","2021","2021",103.55,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","IV_FIFL","IV quintile","2021","2021",111.77,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","ALL","all items","2021","2021",100.14,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","V_FIFH","V quintile (highest)","2021","2021",117.85,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","ALL","all items","2021","2021",95.92,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","ALL","all items","2021","2021",91.41,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","ALL","all items","2021","2021",98.7,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","ALL","all items","2021","2021",110.08,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0112","meat","ALL","all items","2021","2021",110.46,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","I_FIFL","I quintile (lowest)","2021","2021",23.46,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","II_FIFL","II quintile","2021","2021",34.27,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","III_FIFL","III quintile","2021","2021",43.45,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","IV_FIFL","IV quintile","2021","2021",51.4,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","ALL","all items","2021","2021",43.05,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","V_FIFH","V quintile (highest)","2021","2021",62.66,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","ALL","all items","2021","2021",37.08,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","ALL","all items","2021","2021",36.64,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","ALL","all items","2021","2021",44.89,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","ALL","all items","2021","2021",51.65,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0113","fish and seafood","ALL","all items","2021","2021",50.04,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","I_FIFL","I quintile (lowest)","2021","2021",43.15,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","II_FIFL","II quintile","2021","2021",54.69,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","III_FIFL","III quintile","2021","2021",62.9,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","IV_FIFL","IV quintile","2021","2021",67.4,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","ALL","all items","2021","2021",60.38,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","V_FIFH","V quintile (highest)","2021","2021",73.74,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","ALL","all items","2021","2021",60.44,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","ALL","all items","2021","2021",62.72,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","ALL","all items","2021","2021",59.36,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","ALL","all items","2021","2021",63.34,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0114","milk, cheese and eggs","ALL","all items","2021","2021",51.81,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","I_FIFL","I quintile (lowest)","2021","2021",8.55,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","II_FIFL","II quintile","2021","2021",11.66,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","III_FIFL","III quintile","2021","2021",14.56,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","IV_FIFL","IV quintile","2021","2021",16.27,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","ALL","all items","2021","2021",14.44,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","V_FIFH","V quintile (highest)","2021","2021",21.17,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","ALL","all items","2021","2021",14.37,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","ALL","all items","2021","2021",13.39,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","ALL","all items","2021","2021",14.75,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","ALL","all items","2021","2021",15.98,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0115","oils and fats","ALL","all items","2021","2021",12.88,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","I_FIFL","I quintile (lowest)","2021","2021",25.03,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","II_FIFL","II quintile","2021","2021",34.43,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","III_FIFL","III quintile","2021","2021",42.57,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","IV_FIFL","IV quintile","2021","2021",49.4,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","ALL","all items","2021","2021",42.69,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","V_FIFH","V quintile (highest)","2021","2021",62.02,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","ALL","all items","2021","2021",46.15,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","ALL","all items","2021","2021",43.56,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","ALL","all items","2021","2021",43.57,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","ALL","all items","2021","2021",38.66,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0116","fruit","ALL","all items","2021","2021",38.25,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","I_FIFL","I quintile (lowest)","2021","2021",42.26,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","II_FIFL","II quintile","2021","2021",54.2,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","III_FIFL","III quintile","2021","2021",65.23,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","IV_FIFL","IV quintile","2021","2021",73.63,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","ALL","all items","2021","2021",64.81,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","V_FIFH","V quintile (highest)","2021","2021",88.75,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","ALL","all items","2021","2021",64.46,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","ALL","all items","2021","2021",61.7,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","ALL","all items","2021","2021",68.11,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","ALL","all items","2021","2021",65.7,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0117","vegetables","ALL","all items","2021","2021",63.38,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","I_FIFL","I quintile (lowest)","2021","2021",9.96,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","II_FIFL","II quintile","2021","2021",14.62,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","III_FIFL","III quintile","2021","2021",18.72,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","IV_FIFL","IV quintile","2021","2021",22.3,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","ALL","all items","2021","2021",18.49,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","V_FIFH","V quintile (highest)","2021","2021",26.84,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","ALL","all items","2021","2021",20.03,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","ALL","all items","2021","2021",19.38,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","ALL","all items","2021","2021",17.35,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","ALL","all items","2021","2021",17.74,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0118","sugar, jam, honey, chocolate and confectionery","ALL","all items","2021","2021",16.43,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","I_FIFL","I quintile (lowest)","2021","2021",6.12,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","II_FIFL","II quintile","2021","2021",8.82,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","III_FIFL","III quintile","2021","2021",12.02,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","IV_FIFL","IV quintile","2021","2021",14.38,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","ALL","all items","2021","2021",11.85,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","V_FIFH","V quintile (highest)","2021","2021",17.92,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","ALL","all items","2021","2021",14.53,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","ALL","all items","2021","2021",13.68,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","ALL","all items","2021","2021",10.09,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","ALL","all items","2021","2021",8.97,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0119","food products n.e.c.","ALL","all items","2021","2021",10.56,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","I_FIFL","I quintile (lowest)","2021","2021",24.65,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","II_FIFL","II quintile","2021","2021",32.03,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","III_FIFL","III quintile","2021","2021",36.85,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","IV_FIFL","IV quintile","2021","2021",42.64,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","ALL","all items","2021","2021",37.34,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","V_FIFH","V quintile (highest)","2021","2021",50.53,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","ALL","all items","2021","2021",38.01,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","ALL","all items","2021","2021",33.79,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","ALL","all items","2021","2021",35.97,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","ALL","all items","2021","2021",38.6,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","012","non-alcoholic beverages","ALL","all items","2021","2021",42.31,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","I_FIFL","I quintile (lowest)","2021","2021",8.04,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","II_FIFL","II quintile","2021","2021",11.6,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","III_FIFL","III quintile","2021","2021",14.86,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","IV_FIFL","IV quintile","2021","2021",17.86,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","ALL","all items","2021","2021",14.96,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","V_FIFH","V quintile (highest)","2021","2021",22.46,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","ALL","all items","2021","2021",15.43,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","ALL","all items","2021","2021",14.36,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","ALL","all items","2021","2021",15.1,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","ALL","all items","2021","2021",15.03,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0121","coffee, tea and cocoa","ALL","all items","2021","2021",14.45,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","I_FIFL","I quintile (lowest)","2021","2021",16.61,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","II_FIFL","II quintile","2021","2021",20.43,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","III_FIFL","III quintile","2021","2021",21.98,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","IV_FIFL","IV quintile","2021","2021",24.78,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","ALL","all items","2021","2021",22.38,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","V_FIFH","V quintile (highest)","2021","2021",28.08,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","ALL","all items","2021","2021",22.57,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","ALL","all items","2021","2021",19.43,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","ALL","all items","2021","2021",20.87,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","ALL","all items","2021","2021",23.58,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0122","mineral waters, soft drinks, fruit and vegetable juices","ALL","all items","2021","2021",27.87,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","I_FIFL","I quintile (lowest)","2021","2021",20.09,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","II_FIFL","II quintile","2021","2021",31.08,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","III_FIFL","III quintile","2021","2021",41.96,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","IV_FIFL","IV quintile","2021","2021",54.59,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","ALL","all items","2021","2021",43.79,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","V_FIFH","V quintile (highest)","2021","2021",71.24,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","ALL","all items","2021","2021",50.02,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","ALL","all items","2021","2021",42.77,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","ALL","all items","2021","2021",45.6,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","ALL","all items","2021","2021",38.93,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","02"," -- alcoholic beverages and tobacco","ALL","all items","2021","2021",35.38,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","I_FIFL","I quintile (lowest)","2021","2021",9.16,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","II_FIFL","II quintile","2021","2021",15.35,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","III_FIFL","III quintile","2021","2021",22.13,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","IV_FIFL","IV quintile","2021","2021",29.67,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","ALL","all items","2021","2021",24.01,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","V_FIFH","V quintile (highest)","2021","2021",43.75,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","ALL","all items","2021","2021",28.26,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","ALL","all items","2021","2021",26.14,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","ALL","all items","2021","2021",25.73,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","ALL","all items","2021","2021",18.79,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","021","alcoholic beverages","ALL","all items","2021","2021",15.9,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","I_FIFL","I quintile (lowest)","2021","2021",0.92,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","II_FIFL","II quintile","2021","2021",1.54,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","III_FIFL","III quintile","2021","2021",2.68,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","IV_FIFL","IV quintile","2021","2021",3.69,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","ALL","all items","2021","2021",2.94,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","V_FIFH","V quintile (highest)","2021","2021",5.88,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","ALL","all items","2021","2021",3.37,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","ALL","all items","2021","2021",3.21,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","ALL","all items","2021","2021",2.76,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","ALL","all items","2021","2021",2.94,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0211","spirits","ALL","all items","2021","2021",1.63,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","I_FIFL","I quintile (lowest)","2021","2021",4.4,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","II_FIFL","II quintile","2021","2021",8.39,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","III_FIFL","III quintile","2021","2021",12.67,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","IV_FIFL","IV quintile","2021","2021",18,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","ALL","all items","2021","2021",14.42,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","V_FIFH","V quintile (highest)","2021","2021",28.62,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","ALL","all items","2021","2021",18.27,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","ALL","all items","2021","2021",15.32,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","ALL","all items","2021","2021",16.63,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","ALL","all items","2021","2021",9.56,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0212","wine","ALL","all items","2021","2021",7.94,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","I_FIFL","I quintile (lowest)","2021","2021",3.84,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","II_FIFL","II quintile","2021","2021",5.42,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","III_FIFL","III quintile","2021","2021",6.77,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","IV_FIFL","IV quintile","2021","2021",7.99,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","ALL","all items","2021","2021",6.66,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","V_FIFH","V quintile (highest)","2021","2021",9.25,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","ALL","all items","2021","2021",6.62,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","ALL","all items","2021","2021",7.62,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","ALL","all items","2021","2021",6.34,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","ALL","all items","2021","2021",6.29,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0213","beer","ALL","all items","2021","2021",6.33,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","I_FIFL","I quintile (lowest)","2021","2021",10.93,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","II_FIFL","II quintile","2021","2021",15.73,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","III_FIFL","III quintile","2021","2021",19.83,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","IV_FIFL","IV quintile","2021","2021",24.92,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","ALL","all items","2021","2021",19.78,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","V_FIFH","V quintile (highest)","2021","2021",27.48,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","ALL","all items","2021","2021",21.76,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","ALL","all items","2021","2021",16.63,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","ALL","all items","2021","2021",19.87,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","ALL","all items","2021","2021",20.14,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","022","tobacco","ALL","all items","2021","2021",19.47,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0220","tobacco","I_FIFL","I quintile (lowest)","2021","2021",10.93,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0220","tobacco","II_FIFL","II quintile","2021","2021",15.73,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0220","tobacco","III_FIFL","III quintile","2021","2021",19.83,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0220","tobacco","IV_FIFL","IV quintile","2021","2021",24.92,,
"SPESA_MEDIA","household average monthly expenditure (in current euros)","0220","tobacco","ALL","all items","2021","2021",19.78,,
